content,time,name,QQ
下次一起喝杯咖啡:聚会笑脸:,2024-06-18 01:54:27, 20-ihtwu-yukki,2045314354
emmm主要是我个人自然而然喜欢去套别人话,2024-06-18 01:54:35, 21-ECNU-SFX-耐筛王:鸽:,873892608
第一次认识要离开了的话说这个我感觉没啥毛病啊,2024-06-18 01:54:43, 21-hust-91,2548350422
我嘛,2024-06-18 01:54:53, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
你看我文案了？,2024-06-18 01:54:57, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我确实这么说的,2024-06-18 01:55:03, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我说有点可惜,2024-06-18 01:55:07, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@21-ECNU-SFX-耐筛王 @21-ECNU-SFX-耐筛王 当记者的好料子,2024-06-18 01:55:10, 20-fwu-buaa-LX,765712614
我们才相见就要分离,2024-06-18 01:55:14, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
然后她回,2024-06-18 01:55:18, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我是i人,2024-06-18 01:55:20, 21-ECNU-SFX-耐筛王:鸽:,873892608
还是很高兴认识你,2024-06-18 01:55:22, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
如何评价,2024-06-18 01:55:25, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
fate哥玩小红书这么久了有没有美美上来联系呀,2024-06-18 01:55:28, 20-fwu-buaa-LX,765712614
只是面对人的时候装e,2024-06-18 01:55:29, 21-ECNU-SFX-耐筛王:鸽:,873892608
不要抢占i人的名分,2024-06-18 01:55:33, 21-个别大专-32123432（还没埋）,1622357652
不要抢占i人的名分,2024-06-18 01:55:40, 21-hust-91,2548350422
,2024-06-18 01:55:42, 21-ECNU-SFX-耐筛王:鸽:,873892608
那我们多多联系,2024-06-18 01:55:45, 20-ihtwu-yukki,2045314354
 感觉好官方啊,2024-06-18 01:56:02, 21-hust-91,2548350422
我测出来,2024-06-18 01:56:09, 21-ECNU-SFX-耐筛王:鸽:,873892608
我也是,2024-06-18 01:56:14, 20-ihtwu-yukki,2045314354
infj,2024-06-18 01:56:15, 20-ihtwu-yukki,2045314354
好人卡一张,2024-06-18 01:56:16, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
输,2024-06-18 01:56:16, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我不做都知道我是i,2024-06-18 01:56:16, 21-个别大专-32123432（还没埋）,1622357652
这么回答,2024-06-18 01:56:17, 21-hust-91,2548350422
不过说实话,2024-06-18 01:56:17, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
不懂呀，我感觉我是嘴笨，所以i的,2024-06-18 01:56:20, 20-fwu-buaa-LX,765712614
假如我是女生,2024-06-18 01:56:20, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
你跟我差太多了,2024-06-18 01:56:20, 21-个别大专-32123432（还没埋）,1622357652
我也不知道咋回,2024-06-18 01:56:24, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
如果一个男生说,2024-06-18 01:56:28, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
有点可惜,2024-06-18 01:56:35, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
你可能只是偏向i了,2024-06-18 01:56:35, 21-个别大专-32123432（还没埋）,1622357652
相遇即是离别,2024-06-18 01:56:39, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
怎么回,2024-06-18 01:56:42, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我会说哈哈哈哈,2024-06-18 01:56:47, 20-ihtwu-yukki,2045314354
@20-noname-yukii @20-noname-yukii 我也是,2024-06-18 01:56:53, 21-hust-91,2548350422
这男的有股味,2024-06-18 01:56:58, 21-个别大专-32123432（还没埋）,1622357652
哈哈哈哈,2024-06-18 01:56:59, 21-sbu-传说中的黑龙,291395891
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 @20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 这个有点,2024-06-18 01:57:05, 21-hust-91,2548350422
因为我i人会觉得很尬,2024-06-18 01:57:08, 20-ihtwu-yukki,2045314354
太奇怪了我感觉,2024-06-18 01:57:09, 21-hust-91,2548350422
那我只能哈哈哈哈了,2024-06-18 01:57:17, 20-ihtwu-yukki,2045314354
有点太正式,2024-06-18 01:57:17, 21-hust-91,2548350422
还真是,2024-06-18 01:57:23, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我要是听到这个我肯定会说,2024-06-18 01:57:25, 21-个别大专-32123432（还没埋）,1622357652
啊？,2024-06-18 01:57:26, 21-个别大专-32123432（还没埋）,1622357652
哦,2024-06-18 01:57:27, 21-个别大专-32123432（还没埋）,1622357652
e人我不懂,2024-06-18 01:57:33, 20-ihtwu-yukki,2045314354
我当时,2024-06-18 01:57:33, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
回太快了,2024-06-18 01:57:33, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
有一种,2024-06-18 01:57:46, 21-hust-91,2548350422
@20-noname-yukii @20-noname-yukii ,2024-06-18 01:57:51, 21-ECNU-SFX-耐筛王:鸽:,873892608
不是fate哥哪来那么多妹妹联系方式,2024-06-18 01:57:52, 20-fwu-buaa-LX,765712614
公子小女啥的,2024-06-18 01:57:59, 21-hust-91,2548350422
天天被拒绝的,2024-06-18 01:58:01, 20-fwu-buaa-LX,765712614
格格不入的感觉,2024-06-18 01:58:04, 21-hust-91,2548350422
啊,2024-06-18 01:58:28, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我上台表演,2024-06-18 01:58:34, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
她和我一起,2024-06-18 01:58:37, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@20-fwu-buaa-LX 我真的从小都不咋擅长跟不熟的人交流，所以显而易见我是i,2024-06-18 01:58:38, 21-个别大专-32123432（还没埋）,1622357652
表演,2024-06-18 01:58:40, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
罢了,2024-06-18 01:58:41, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@21-大专-32123432 @21-大专-32123432 我也是的,2024-06-18 01:58:47, 21-hust-91,2548350422
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 @20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 不冲？,2024-06-18 01:58:53, 21-ECNU-SFX-耐筛王:鸽:,873892608
合照旁边那个女生,2024-06-18 01:58:54, 20-ihtwu-yukki,2045314354
吗,2024-06-18 01:58:56, 20-ihtwu-yukki,2045314354
不多了解一下,2024-06-18 01:58:56, 21-ECNU-SFX-耐筛王:鸽:,873892608
从小就很头疼和别人交往,2024-06-18 01:58:57, 21-hust-91,2548350422
就连来个亲戚，说该叫一下人家了,2024-06-18 01:59:03, 21-个别大专-32123432（还没埋）,1622357652
@21-ECNU-SFX-耐筛王 @21-ECNU-SFX-耐筛王 我走了呀,2024-06-18 01:59:04, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我都不敢叫,2024-06-18 01:59:06, 21-个别大专-32123432（还没埋）,1622357652
相遇就是离别,2024-06-18 01:59:08, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
哈哈哈,2024-06-18 01:59:14, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
一般都是我家人带着我说，叫叔叔,2024-06-18 01:59:18, 21-个别大专-32123432（还没埋）,1622357652
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 你们校园生活好丰富呀@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 ,2024-06-18 01:59:21, 20-fwu-buaa-LX,765712614
我觉得只要聊天，聊天聊的多，两个人会喜欢上的，至少会暧昧,2024-06-18 01:59:22, 21-ECNU-SFX-耐筛王:鸽:,873892608
萍水相逢,2024-06-18 01:59:24, 20-ihtwu-yukki,2045314354
我叫一句叔叔,2024-06-18 01:59:24, 21-个别大专-32123432（还没埋）,1622357652
就我是私宅,2024-06-18 01:59:26, 20-fwu-buaa-LX,765712614
因为互相经常聊天就意味着喜欢和你倾诉,2024-06-18 01:59:38, 21-ECNU-SFX-耐筛王:鸽:,873892608
你要是我自己遇见了让我称呼他我得做几分钟心理准备,2024-06-18 01:59:44, 21-个别大专-32123432（还没埋）,1622357652
@21-ECNU-SFX-耐筛王 fate哥的性格是喜欢考虑以后,2024-06-18 01:59:45, 20-ihtwu-yukki,2045314354
@21-大专-32123432 @21-大专-32123432 是的,2024-06-18 01:59:47, 21-hust-91,2548350422
@21-ECNU-SFX-耐筛王 怎么办我最近跟我队友聊的挺多,2024-06-18 01:59:48, 20-fwu-buaa-LX,765712614
看我空间了嘛,2024-06-18 02:00:01, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
感觉他已经切割了喵,2024-06-18 02:00:02, 20-ihtwu-yukki,2045314354
给我点个赞,2024-06-18 02:00:03, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
acm队友,2024-06-18 02:00:05, 20-fwu-buaa-LX,765712614
根据我的经验，一般在两个星期后却会变熟悉,2024-06-18 02:00:08, 21-ECNU-SFX-耐筛王:鸽:,873892608
感觉彼此分享比较关键,2024-06-18 02:00:13, 21-hhu-sss,1572266429
已点,2024-06-18 02:00:14, 21-hust-91,2548350422
@20-fwu-buaa-LX @20-fwu-buaa-LX emm不是这种聊,2024-06-18 02:00:16, 21-ECNU-SFX-耐筛王:鸽:,873892608
是闲聊,2024-06-18 02:00:19, 21-ECNU-SFX-耐筛王:鸽:,873892608
是不是你旁边那个,2024-06-18 02:00:23, 20-ihtwu-yukki,2045314354
闲聊是分享所琐事的,2024-06-18 02:00:28, 21-ECNU-SFX-耐筛王:鸽:,873892608
嗯嗯,2024-06-18 02:00:29, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我已经喜欢上我的acm队友了,2024-06-18 02:00:37, 21-bjtu-珂朵莉,2412162744
确实挺可爱的看着,2024-06-18 02:00:37, 20-ihtwu-yukki,2045314354
提供一个sample,2024-06-18 02:00:41, 21-ECNU-SFX-耐筛王:鸽:,873892608
[表情][表情],2024-06-18 02:00:45, 20-ihtwu-yukki,2045314354
@21-ECNU-SFX-耐筛王 @21-ECNU-SFX-耐筛王 不过对方也得愿意听你分享,2024-06-18 02:00:48, 20-fwu-buaa-LX,765712614
又帅又强性格又好,2024-06-18 02:00:57, 21-bjtu-珂朵莉,2412162744
@20-noname-yukii @20-noname-yukii 感觉很漂亮,2024-06-18 02:00:58, 21-hust-91,2548350422
真,2024-06-18 02:01:00, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
那几张,2024-06-18 02:01:01, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
照片,2024-06-18 02:01:03, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
听你分享还好,2024-06-18 02:01:07, 20-ihtwu-yukki,2045314354
聊天法不能用太多,2024-06-18 02:01:07, 21-个别大专-32123432（还没埋）,1622357652
@21-bjtu-珂朵莉 @21-bjtu-珂朵莉 男生女生,2024-06-18 02:01:11, 21-sbu-传说中的黑龙,291395891
至少不能当主要战术,2024-06-18 02:01:12, 21-个别大专-32123432（还没埋）,1622357652
我真没修,2024-06-18 02:01:12, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
切记,2024-06-18 02:01:15, 21-个别大专-32123432（还没埋）,1622357652
关键是别人会不会分享,2024-06-18 02:01:17, 20-ihtwu-yukki,2045314354
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 @20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 看着好可爱,2024-06-18 02:01:19, 20-bupt-收个师弟,320505898
否则变男闺蜜,2024-06-18 02:01:21, 21-个别大专-32123432（还没埋）,1622357652
@20-noname-yukii @20-noname-yukii 如何评价,2024-06-18 02:01:25, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@20-bupt-收个师弟 @20-bupt-收个师弟 是吧,2024-06-18 02:01:30, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@21-ECNU-SFX-耐筛王 @21-ECNU-SFX-耐筛王 这就是鸽子佬的实力吗,2024-06-18 02:01:32, 21-hust-91,2548350422
wait,2024-06-18 02:01:35, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
稍等,2024-06-18 02:01:36, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
确实好看,2024-06-18 02:01:39, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
只有你分享别人不分享纯纯,2024-06-18 02:01:42, 20-ihtwu-yukki,2045314354
@20-fwu-buaa-LX @20-fwu-buaa-LX 为什么双方愿意听,2024-06-18 02:01:49, 21-ECNU-SFX-耐筛王:鸽:,873892608
而且跳舞唱歌超级棒,2024-06-18 02:01:51, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@20-noname-yukii @20-noname-yukii yes,2024-06-18 02:01:53, 21-hust-91,2548350422
这不就是技巧嘛,2024-06-18 02:01:57, 21-ECNU-SFX-耐筛王:鸽:,873892608
@20-noname-yukii @20-noname-yukii 正确的,2024-06-18 02:02:05, 21-ECNU-SFX-耐筛王:鸽:,873892608
不是fate哥你这么高长的也还行，怎么会没有妹妹呢,2024-06-18 02:02:08, 20-fwu-buaa-LX,765712614
这也不一定,2024-06-18 02:02:13, 21-个别大专-32123432（还没埋）,1622357652
所以你聊天不要自己倾诉,2024-06-18 02:02:14, 21-ECNU-SFX-耐筛王:鸽:,873892608
有女生会给我分享她的小丑经历,2024-06-18 02:02:17, 21-sbu-传说中的黑龙,291395891
真没呀,2024-06-18 02:02:17, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
鸽子佬要不发个paper教教谈恋爱吧,2024-06-18 02:02:19, 20-bupt-收个师弟,320505898
可能觉得我太高冷了,2024-06-18 02:02:22, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
要让别人倾诉,2024-06-18 02:02:22, 21-ECNU-SFX-耐筛王:鸽:,873892608
这是什么心理,2024-06-18 02:02:23, 21-sbu-传说中的黑龙,291395891
你一直叨叨，对面只要不是那种讨厌你的,2024-06-18 02:02:24, 21-个别大专-32123432（还没埋）,1622357652
其实我很好接触的,2024-06-18 02:02:28, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
总有一些他会感兴趣的事的,2024-06-18 02:02:31, 21-个别大专-32123432（还没埋）,1622357652
发个教i人男生谈恋爱的LLM,2024-06-18 02:02:46, 20-ihtwu-yukki,2045314354
我现在不追或者搞暧昧关系了,2024-06-18 02:02:54, 21-ECNU-SFX-耐筛王:鸽:,873892608
@20-noname-yukii @20-noname-yukii 想要,2024-06-18 02:02:55, 21-hust-91,2548350422
然后好感度才会提高啊,2024-06-18 02:02:57, 21-个别大专-32123432（还没埋）,1622357652
提前预定一个,2024-06-18 02:02:58, 21-hust-91,2548350422
什么深夜情感频道,2024-06-18 02:03:03, 19-cust-ecnu-海螺,2428842876
两年前大一的时候会玩,2024-06-18 02:03:04, 21-ECNU-SFX-耐筛王:鸽:,873892608
现在已经有家室了,2024-06-18 02:03:11, 21-ECNU-SFX-耐筛王:鸽:,873892608
有没有讲怎么谈恋爱的 paper,2024-06-18 02:03:12, 21-xmu-hkk,1131938614
@20-noname-yukii @20-noname-yukii 毕设就做这个了喵,2024-06-18 02:03:14, 21-bjtu-珂朵莉,2412162744
ICLR 2025 best paper,2024-06-18 02:03:14, 20-ihtwu-yukki,2045314354
基本上看到对方有苗头就掐死,2024-06-18 02:03:20, 21-ECNU-SFX-耐筛王:鸽:,873892608
@19-cust-ecnu-海螺 @19-cust-ecnu-海螺 绿裙晚间场,2024-06-18 02:03:20, 21-hust-91,2548350422
不聊下去,2024-06-18 02:03:23, 21-ECNU-SFX-耐筛王:鸽:,873892608
上交软怎么样？,2024-06-18 02:03:26, 21-次九,735661799
绿群深夜都是情感电台喵,2024-06-18 02:03:29, 21-sbu-传说中的黑龙,291395891
我感觉,2024-06-18 02:03:30, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
别出事了,2024-06-18 02:03:33, 21-ECNU-SFX-耐筛王:鸽:,873892608
对于女生,2024-06-18 02:03:33, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
看过好几次了,2024-06-18 02:03:34, 21-sbu-传说中的黑龙,291395891
只有第一眼,2024-06-18 02:03:35, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
心动or not,2024-06-18 02:03:40, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
感觉不心动,2024-06-18 02:03:45, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我一点波澜都没,2024-06-18 02:03:49, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我以前以为我也是,2024-06-18 02:03:51, 20-ihtwu-yukki,2045314354
@21-bjtu-珂朵莉 @21-bjtu-珂朵莉 我是离群点,2024-06-18 02:03:53, 19-cust-ecnu-海螺,2428842876
@21-sbu-传说中的黑龙 @21-sbu-传说中的黑龙 比以前好多了，以前就是发电,2024-06-18 02:03:54, 20-bupt-收个师弟,320505898
但是现在不是了,2024-06-18 02:03:59, 20-ihtwu-yukki,2045314354
哎,2024-06-18 02:04:00, 20-ihtwu-yukki,2045314354
我也是离群点,2024-06-18 02:04:03, 21-bjtu-珂朵莉,2412162744
我不是喵,2024-06-18 02:04:03, 21-hust-91,2548350422
很久以前是,2024-06-18 02:04:08, 21-hust-91,2548350422
确实可爱,2024-06-18 02:04:12, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 @20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 同意,2024-06-18 02:04:17, 21-ECNU-SFX-耐筛王:鸽:,873892608
现在得接触一段时间才能喜欢上,2024-06-18 02:04:18, 20-ihtwu-yukki,2045314354
和她交流,2024-06-18 02:04:20, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
发现真人更好看,2024-06-18 02:04:26, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
也更可爱,2024-06-18 02:04:30, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
第一眼很重要,2024-06-18 02:04:31, 21-ECNU-SFX-耐筛王:鸽:,873892608
怎么办,2024-06-18 02:04:31, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
哈哈哈哈,2024-06-18 02:04:32, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
看了下xhs，女生都是身体倾向fate哥的,2024-06-18 02:04:33, 21-neu-unk,112245158
不是,2024-06-18 02:04:38, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
稳了,2024-06-18 02:04:40, 21-neu-unk,112245158
@21-neu-unk @21-neu-unk 看看,2024-06-18 02:04:42, 21-ECNU-SFX-耐筛王:鸽:,873892608
相机是我呀,2024-06-18 02:04:46, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
确实,2024-06-18 02:04:46, 20-ihtwu-yukki,2045314354
@21-neu-unk  @21-neu-unk 看看,2024-06-18 02:04:47, 21-hust-91,2548350422
小红书启动,2024-06-18 02:04:49, 21-ECNU-SFX-耐筛王:鸽:,873892608
fate哥的鱼塘,2024-06-18 02:04:52, 20-thucs-momo(经验见xhs1070441134）,1679077554
稳了,2024-06-18 02:04:53, 20-ihtwu-yukki,2045314354
唉唉,2024-06-18 02:04:53, 20-thucs-momo(经验见xhs1070441134）,1679077554
鱼塘可太难绷了,2024-06-18 02:05:01, 20-bupt-收个师弟,320505898
@20-xjtu-thu-fate（小红书- 6712854101 在学校可线下 不好说，感觉有时候会对见过很多次的妹子突然心动,2024-06-18 02:05:01, 21-xmu-hkk,1131938614
这么细节,2024-06-18 02:05:04, 21-bupt-curry,1945303105
？,2024-06-18 02:05:05, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
虾头,2024-06-18 02:05:15, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
司机姐也来了,2024-06-18 02:05:17, 21-hust-91,2548350422
我举着,2024-06-18 02:05:21, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
相机呀,2024-06-18 02:05:23, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
,2024-06-18 02:05:26, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
肯定向我靠呀,2024-06-18 02:05:35, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
不一定喵,2024-06-18 02:05:43, 20-ihtwu-yukki,2045314354
哎,2024-06-18 02:05:47, 21-ECNU-SFX-耐筛王:鸽:,873892608
真不一定喵,2024-06-18 02:05:52, 21-hust-91,2548350422
@21-ECNU-SFX-耐筛王 @21-ECNU-SFX-耐筛王 甜甜甜,2024-06-18 02:05:54, 20-ihtwu-yukki,2045314354
别给自己找退路了fate哥,2024-06-18 02:05:56, 21-neu-unk,112245158
我超,2024-06-18 02:05:56, 21-bupt-curry,1945303105
你真不和她聊聊吗,2024-06-18 02:05:58, 21-ECNU-SFX-耐筛王:鸽:,873892608
话说,2024-06-18 02:05:59, lju-坏坏坏,2691300453
在一起吧,2024-06-18 02:05:59, 21-bupt-curry,1945303105
@21-hust-91 @21-hust-91 确实那时候我可没少举报居士,2024-06-18 02:06:01, 20-fwu-buaa-LX,765712614
甜的喵,2024-06-18 02:06:01, 21-hust-91,2548350422
[崇拜]]请使用最新版手机QQ体验新功能,2024-06-18 02:06:03, 21-bupt-curry,1945303105
甜,2024-06-18 02:06:06, 20-bupt-收个师弟,320505898
老师回邮件,2024-06-18 02:06:09, lju-坏坏坏,2691300453
真得聊吧,2024-06-18 02:06:09, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
我举报那么多次最后他才封号了,2024-06-18 02:06:10, 20-fwu-buaa-LX,765712614
来一个,2024-06-18 02:06:11, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
来一个,2024-06-18 02:06:13, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
鸽子佬这次居然没撤回了,2024-06-18 02:06:15, 21-sbu-传说中的黑龙,291395891
没p,2024-06-18 02:06:16, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
邮件进垃圾箱里,2024-06-18 02:06:16, lju-坏坏坏,2691300453
来一个,2024-06-18 02:06:16, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
哈哈哈哈哈哈,2024-06-18 02:06:16, 21-hust-91,2548350422
不行,2024-06-18 02:06:17, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
恋综，启动,2024-06-18 02:06:17, 20-ihtwu-yukki,2045314354
甜,2024-06-18 02:06:20, 21-bjtu-珂朵莉,2412162744
是不是老师发太多导致的,2024-06-18 02:06:26, lju-坏坏坏,2691300453
,2024-06-18 02:06:28, lju-坏坏坏,2691300453
真厉害,2024-06-18 02:06:29, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
@21-sbu-传说中的黑龙 @21-sbu-传说中的黑龙 fate佬的,2024-06-18 02:06:29, 21-ECNU-SFX-耐筛王:鸽:,873892608
绿裙也有自己的恋综:聚会笑脸:,2024-06-18 02:06:31, 20-ihtwu-yukki,2045314354
她拍照太好看了,2024-06-18 02:06:34, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我撤回啥,2024-06-18 02:06:35, 21-ECNU-SFX-耐筛王:鸽:,873892608
fate哥为啥不笑哇,2024-06-18 02:06:41, 21-hust-91,2548350422
就原相机都这么好看,2024-06-18 02:06:42, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
照片里,2024-06-18 02:06:44, 21-hust-91,2548350422
这样,2024-06-18 02:06:45, 21-sbu-传说中的黑龙,291395891
确实好看,2024-06-18 02:06:47, 21-sbu-传说中的黑龙,291395891
@21-hust-91 @21-hust-91 看我说说,2024-06-18 02:06:48, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
要我说，fate哥也挺帅的好8,2024-06-18 02:06:49, 21-neu-unk,112245158
我有写,2024-06-18 02:06:52, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
我当时忙着把大家拍进去,2024-06-18 02:06:59, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
好的,2024-06-18 02:06:59, 21-hust-91,2548350422
,2024-06-18 02:07:07, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
哈哈哈哈哈,2024-06-18 02:07:14, 21-hust-91,2548350422
fate哥忙着辛苦了,2024-06-18 02:07:25, 21-hust-91,2548350422
jw在不在,2024-06-18 02:07:33, 20-nku-ccc佬家的司机(清水哥粉丝群：801097028),1330823815
哈哈哈哈,2024-06-18 02:07:40, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
主要自拍杆在我手中,2024-06-18 02:07:49, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
哈哈哈,2024-06-18 02:07:51, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
真原图,2024-06-18 02:07:57, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
一点没修,2024-06-18 02:07:59, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
她原相机都贼好看,2024-06-18 02:08:08, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
滤镜都没加应该,2024-06-18 02:08:13, 20-xjtu-thu-fate（小红书- 6712854101 在学校可线下,1146607348
真的好看,2024-06-18 02:08:13, 21-hust-91,2548350422
@21-bjtu-珂朵莉 @21-bjtu-珂朵莉 这么甜,2024-06-18 02:08:15, 21-bupt-curry,1945303105
太甜了喵,2024-06-18 02:08:18, 21-bjtu-珂朵莉,2412162744
 怎么衣冠不整,2024-06-18 02:08:20, 19-cust-ecnu-海螺,2428842876
帅哥美女，恋综启动,2024-06-18 02:08:21, 20-bupt-收个师弟,320505898
？,2024-06-18 02:08:21, 19-cust-ecnu-海螺,2428842876
甜,2024-06-18 02:08:22, 21-ECNU-SFX-耐筛王:鸽:,873892608
甜甜,2024-06-18 02:08:23, 21-ECNU-SFX-耐筛王:鸽:,873892608
确实好看,2024-06-18 02:08:23, 21-uestc-安娜苏,2723980493
太甜了,2024-06-18 02:08:25, 21-hust-91,2548350422
真的甜,2024-06-18 02:08:25, 20-ihtwu-yukki,2045314354
快,2024-06-18 02:08:26, 21-ECNU-SFX-耐筛王:鸽:,873892608
甜甜甜,2024-06-18 02:08:29, 21-九非-0offer本校鼠,1789979647
fate哥有点cp感呀,2024-06-18 02:08:30, 21-bupt-curry,1945303105
恋综,2024-06-18 02:08:31, 21-ECNU-SFX-耐筛王:鸽:,873892608
该恋爱了，少年,2024-06-18 02:08:32, 21-sbu-传说中的黑龙,291395891
快,2024-06-18 02:08:32, 21-ECNU-SFX-耐筛王:鸽:,873892608
磕到了,2024-06-18 02:08:34, 20-bupt-收个师弟,320505898
快,2024-06-18 02:08:34, 21-ECNU-SFX-耐筛王:鸽:,873892608
快冲,2024-06-18 02:08:35, 21-bupt-curry,1945303105
